id,value
id_130,-0.5590643463400085
id_131,32.48453771216454
id_132,13.77619321530471
id_133,21.281316336414818
id_134,26.50615716813433
id_135,23.77890912671535
id_136,10.187979300689138
id_137,20.94251505379833
id_138,78.56423599056177
id_139,60.67867081778951
id_140,26.562515014947323
id_141,18.79345119535615
id_142,24.344133270531636
id_143,7.348619154706919
id_144,11.797003637337754
id_145,10.261506901871968
id_146,19.05458302528327
id_147,7.594857420188502
id_148,12.609139839451828
id_149,15.296377045671113
id_150,46.426456400646664
id_151,22.316542184205208
id_152,22.05022728557687
id_153,14.320585721252531
id_154,14.008164667411531
id_155,24.688898524690075
id_156,25.34478291233586
id_157,36.45248940929128
id_158,4.5882055587531365
id_159,23.579870539078016
id_160,42.908101592808606
id_161,19.23275063099297
id_162,63.964547000138026
id_163,17.02277829682951
id_164,33.632780727930346
id_165,24.204231959413924
id_166,24.096436855517506
id_167,0.21780579688530333
id_168,66.7216340231088
id_169,15.30063370437864
id_170,15.928352661444164
id_171,70.13432891702655
id_172,20.39251718722565
id_173,1.71858790223229
id_174,23.4148574111958
id_175,-0.33849252795545204
id_176,7.419622058261702
id_177,18.21469929169596
id_178,20.42629882068252
id_179,25.020315744872622
id_180,43.101274146424245
id_181,31.809569895136118
id_182,27.911472991763077
id_183,13.113855478966695
id_184,6.773763840569345
id_185,41.756520439415794
id_186,35.96477243118878
id_187,34.586659633178435
id_188,17.18688317060697
id_189,23.21173807797488
id_190,14.285197554249855
id_191,16.379754628459413
id_192,30.723538397226477
id_193,71.72612535992344
id_194,29.26791040203717
id_195,10.885566025484003
id_196,63.47048119493068
id_197,15.858237501488873
id_198,20.132204374413828
id_199,20.848839556223474
id_200,124.18899110883208
id_201,23.227809805526704
id_202,58.22195373173705
id_203,6.247120545972157
id_204,60.76483251586373
id_205,36.59622400866704
id_206,15.015067004765383
id_207,13.630897404733616
id_208,62.93237508640003
id_209,14.699546798043118
id_210,36.320130451328026
id_211,68.73831946206899
id_212,18.578789064249627
id_213,113.49789656284199
id_214,41.1223843886157
id_215,78.43851788891365
id_216,92.65881376197592
id_217,71.77045411162698
id_218,30.08227062112511
id_219,18.087929256772025
id_220,30.582062727346965
id_221,58.024773111269255
id_222,27.869709804633914
id_223,37.69109853648879
id_224,43.09226891556844
id_225,10.75731606522778
id_226,3.9013694213246652
id_227,80.76398595817031
id_228,31.000246126928776
id_229,1.019607389428887
id_230,41.072812060362104
id_231,15.986947394010285
id_232,22.103485610659906
id_233,7.889971968784197
id_234,14.50396762121788
id_235,25.241188236442554
id_236,13.666237792872472
id_237,2.7087192104881606
id_238,21.52306900575573
id_239,11.354429849694174
